Company_Name,DUNS_Num,CIK_Num,Year_x,Funding_Type,Funding_Amt,Funding_Source,HC_Status,HC_Maturity,HC_Section,HC_Phase
Edwards PLC,827811626,1648827,2006,Series A,284289,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Aguilar and Sons,827811626,1648827,2003,Seed,176656,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Yoder LLC,827811626,1648827,1986,Series B,555214,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Brown, Davis and Stewart",827811626,1648827,1974,Seed,356820,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Andrade, Lester and Martin",827811626,1648827,2021,Series E,68288,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Sanchez PLC,827811626,1648827,1973,Series D,775731,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Martin, Clark and Ibarra",827811626,1648827,2014,Series F,560772,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Bryant-Maldonado,827811626,1648827,1994,Series A,903672,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Dunn Inc,827811626,1648827,1985,Series C,872672,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mcclain-Taylor,827811626,1648827,1980,Government Award,336487,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Harrell, Chen and Freeman",827811626,1648827,1982,Series A,701659,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Greer Inc,827811626,1648827,2019,Government Award,494848,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Brooks-Williams,827811626,1648827,1985,Seed,258723,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Jones, Pineda and Jones",827811626,1648827,1982,Series B,919962,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lopez Ltd,827811626,1648827,2008,Series C,236682,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gregory PLC,827811626,1648827,1990,Government Award,347958,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Perry-Porter,827811626,1648827,1978,Seed,158808,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Smith and Sons,827811626,1648827,2013,Series E,653230,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gill-Gonzales,827811626,1648827,1988,Government Award,55088,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Kaufman Ltd,827811626,1648827,1995,Series A,46603,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Payne-Wright,827811626,1648827,2004,Series F,478247,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Reeves, Adams and Zavala",827811626,1648827,1975,Series E,24803,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Harris-Skinner,827811626,1648827,2009,Series D,931925,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cochran Group,827811626,1648827,2003,Series E,571215,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Shaw, Henderson and Green",827811626,1648827,2002,Series D,123821,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Walters, Williams and Baxter",827811626,1648827,2021,Series B,237671,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Holt, Walker and Garcia",827811626,1648827,2013,Series C,903336,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Colon-Baker,827811626,1648827,1974,Government Award,960099,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Nguyen-Moreno,827811626,1648827,2003,Government Award,834339,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Pearson-Mann,827811626,1648827,1988,Series B,862934,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Stewart, Sanchez and Strong",827811626,1648827,2014,Series C,784958,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Cherry, Knight and Wheeler",827811626,1648827,1993,Series E,77126,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Taylor, Gallegos and Webb",827811626,1648827,1971,Series D,54100,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Chang, Scott and Wilson",827811626,1648827,2008,Series D,25964,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Torres PLC,827811626,1648827,1979,Series D,168360,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Andrews PLC,827811626,1648827,1970,Series E,832123,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Pope, West and Lynch",827811626,1648827,1976,Series F,562274,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hayes-Carney,827811626,1648827,1988,Seed,324257,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Nielsen Ltd,827811626,1648827,2012,Series E,235625,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Parks, Sanchez and Wilson",827811626,1648827,1982,Series D,364660,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Keller, Whitney and Rivera",827811626,1648827,2021,Series F,532648,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stevenson LLC,827811626,1648827,1992,Series B,946942,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Rice, Ali and Tyler",827811626,1648827,2014,Seed,175882,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"May, Taylor and Wyatt",827811626,1648827,1998,Government Award,619787,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Ray-Lewis,827811626,1648827,1995,Series E,201892,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cortez Inc,827811626,1648827,2013,Series D,777257,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gibson-Spencer,827811626,1648827,2006,Seed,919876,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Smith-Grant,827811626,1648827,2007,Series C,955371,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Lopez, Fuller and Sloan",827811626,1648827,2012,Series F,575560,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gonzales PLC,827811626,1648827,1971,Government Award,372695,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Chen-Malone,827811626,1648827,1974,Series E,995719,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Glass, Matthews and Lowe",827811626,1648827,2015,Series D,36435,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Duran, Davis and Barnett",827811626,1648827,2010,Series A,870303,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Hoffman Ltd,827811626,1648827,1996,Seed,170607,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Moran Ltd,827811626,1648827,2012,Series B,544478,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Austin-Harris,827811626,1648827,1973,Series E,235603,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Perez-Kelly,827811626,1648827,2003,Seed,490770,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Saunders LLC,827811626,1648827,1998,Series C,708826,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Perry, Thomas and Hernandez",827811626,1648827,2017,Government Award,100324,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Wolf LLC,827811626,1648827,1994,Series C,267809,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cooper-Smith,827811626,1648827,2002,Series F,414239,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Holloway Ltd,827811626,1648827,2003,Series A,588273,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Booker-Smith,827811626,1648827,1994,Series E,308894,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Terry-Key,827811626,1648827,1980,Series F,231406,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Davis, Ellis and Donaldson",827811626,1648827,1983,Series A,535082,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Rodriguez-Salazar,827811626,1648827,1972,Government Award,414921,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Rodriguez-Carr,827811626,1648827,1987,Government Award,317919,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Stevenson, Graves and Chen",827811626,1648827,1993,Series A,265591,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Perez Ltd,827811626,1648827,2001,Series B,159169,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
King Group,827811626,1648827,1992,Series B,526853,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Roth, King and Patel",827811626,1648827,1977,Series D,470761,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hooper-Lewis,827811626,1648827,1997,Series F,718222,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Gonzales, Brown and Smith",827811626,1648827,2010,Series A,55796,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Gutierrez Ltd,827811626,1648827,2021,Series E,205088,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Brown, Alvarado and James",827811626,1648827,1997,Series F,17952,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Carpenter, Johnson and Ross",827811626,1648827,2012,Government Award,460329,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Spencer, Barr and Camacho",827811626,1648827,2005,Series F,262881,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Walker PLC,827811626,1648827,1987,Series D,467191,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Herrera-Odonnell,827811626,1648827,1978,Series D,255913,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johnson-Kennedy,827811626,1648827,2018,Series B,483698,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
White-Hodges,827811626,1648827,2005,Series F,656860,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Green, Lane and Mueller",827811626,1648827,1990,Series C,606838,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jones PLC,827811626,1648827,1984,Series A,445270,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Gonzales-Harrington,827811626,1648827,2012,Series E,131440,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Harrison-Alvarez,827811626,1648827,1987,Series A,302353,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Johnson, Scott and Castro",827811626,1648827,1983,Series C,387493,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hays Group,827811626,1648827,1996,Series F,71813,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Holloway-Gardner,827811626,1648827,2007,Series B,303027,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Bryan-Henderson,827811626,1648827,2011,Series A,297565,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Williams, Bates and Moore",827811626,1648827,2010,Seed,814326,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Russell-Garcia,827811626,1648827,1983,Series B,36822,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Foster-Harris,827811626,1648827,2016,Series F,377517,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Taylor Inc,827811626,1648827,2009,Series D,472279,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jackson, Wilson and Hess",827811626,1648827,1986,Seed,45565,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Warner Ltd,827811626,1648827,1982,Seed,998731,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Alvarez Ltd,827811626,1648827,2010,Series F,805959,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Anderson PLC,827811626,1648827,2020,Seed,427455,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Tran-Andersen,827811626,1648827,1988,Series F,860867,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Pittman-Nelson,827811626,1648827,1983,Seed,735680,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Simmons-Fowler,827811626,1648827,1992,Series C,884987,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mahoney-Rodgers,827811626,1648827,1985,Seed,966972,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Jordan-Oneal,827811626,1648827,1996,Series B,666132,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Eaton-Grimes,827811626,1648827,2002,Series F,937103,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cox-Mcdowell,827811626,1648827,2020,Series A,936951,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Lambert, Garcia and Harris",827811626,1648827,2004,Series C,97502,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gibson-Rogers,827811626,1648827,1982,Series C,155853,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Melton, Johnson and Morales",827811626,1648827,2005,Series C,842161,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Morton and Sons,827811626,1648827,2014,Series D,380556,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hernandez Ltd,827811626,1648827,1981,Government Award,134491,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Wolf, Cunningham and Thompson",827811626,1648827,1998,Series D,717821,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Gonzales, Horn and Mclaughlin",827811626,1648827,1971,Series C,269773,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Bell-Huffman,827811626,1648827,1987,Series D,558181,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Valdez-Jordan,827811626,1648827,1998,Series C,791080,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Crawford-Stout,827811626,1648827,1978,Series B,409072,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Williams PLC,827811626,1648827,2008,Seed,789397,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Armstrong, Moore and Crawford",827811626,1648827,1971,Series D,891648,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Huber, Phillips and Barker",827811626,1648827,1984,Series E,14450,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Peters Ltd,827811626,1648827,1970,Series E,631442,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Parker-Dawson,827811626,1648827,1999,Series E,282623,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ayala PLC,827811626,1648827,1990,Series C,873681,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Richard, Lee and Cox",827811626,1648827,2006,Series F,188410,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Valentine Group,827811626,1648827,1995,Series D,333122,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rodriguez-Pierce,827811626,1648827,1980,Government Award,536826,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Stevens-Gardner,827811626,1648827,1975,Government Award,545689,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Ramirez and Sons,827811626,1648827,1978,Series F,590840,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lawson-Castro,827811626,1648827,2015,Seed,208751,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Craig, Daniels and Edwards",827811626,1648827,2017,Series B,607455,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Bush, Lucero and Cruz",827811626,1648827,1998,Series C,622367,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Ayala, Smith and Howard",827811626,1648827,1995,Series D,47844,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johns and Sons,827811626,1648827,2017,Series D,805374,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Sanders, Pacheco and Freeman",827811626,1648827,2009,Seed,418202,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Pratt, Hamilton and Malone",827811626,1648827,1985,Seed,610469,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Hartman, Warren and Phillips",827811626,1648827,2016,Series A,901726,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Morgan LLC,827811626,1648827,2003,Government Award,439042,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Foley-Stevens,827811626,1648827,1972,Series E,482825,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Buckley, Knight and Holland",827811626,1648827,2020,Seed,802170,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Johnson-Lee,827811626,1648827,1989,Government Award,938067,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Harrell LLC,827811626,1648827,1974,Series A,118640,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Farmer, Torres and Walls",827811626,1648827,2007,Government Award,678075,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Crawford-Weaver,827811626,1648827,1993,Government Award,115756,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Walker, Johnson and Davis",827811626,1648827,2019,Series F,812675,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Anderson LLC,827811626,1648827,2020,Series D,413818,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wright-Simon,827811626,1648827,1992,Seed,312762,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Huffman, Fox and Simmons",827811626,1648827,2019,Series C,321649,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johnson PLC,827811626,1648827,2002,Series D,593817,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Dyer, Johnson and Carlson",827811626,1648827,1984,Series E,560799,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Welch-Hoover,827811626,1648827,2009,Series C,481252,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gibbs Inc,827811626,1648827,1972,Series D,383652,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Le, Nichols and King",827811626,1648827,2015,Series C,955110,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Fox-Snyder,827811626,1648827,1980,Series A,698546,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Gordon Group,827811626,1648827,2020,Series E,312074,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wells, Porter and Hall",827811626,1648827,1981,Seed,62803,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Lucas, Rogers and Rodriguez",827811626,1648827,1998,Series D,500570,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hanson Ltd,827811626,1648827,1995,Series F,655115,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stone-Rodriguez,827811626,1648827,2002,Series F,260489,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Reese-Owens,827811626,1648827,1985,Series D,226205,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Martinez, Barber and Campbell",827811626,1648827,1992,Series F,491657,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Houston LLC,827811626,1648827,2015,Government Award,529011,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
King-Brooks,827811626,1648827,1982,Series C,381219,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Reynolds, Mcguire and Summers",827811626,1648827,1999,Series A,371613,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Woods LLC,827811626,1648827,2010,Series D,290399,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cook Inc,827811626,1648827,2007,Series F,275553,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Logan-Cuevas,827811626,1648827,1971,Series C,547618,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Holmes-Williams,827811626,1648827,2005,Seed,753897,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Hernandez Group,827811626,1648827,1999,Series D,728372,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johnson-Holloway,827811626,1648827,2013,Government Award,5626,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Vazquez, Roberts and Gonzalez",827811626,1648827,1992,Series B,353388,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Solis Ltd,827811626,1648827,1985,Series A,521834,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Crawford-Meyer,827811626,1648827,1989,Series E,47501,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wright and Sons,827811626,1648827,1998,Series A,193480,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Wilson, Nelson and Miller",827811626,1648827,2007,Government Award,774825,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Hamilton, Blake and Russell",827811626,1648827,2015,Series A,526160,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Beasley Group,827811626,1648827,1975,Series E,132627,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Brown and Sons,827811626,1648827,2021,Series D,530290,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Weber LLC,827811626,1648827,2007,Series D,775754,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jensen Ltd,827811626,1648827,2004,Government Award,258998,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Park-Faulkner,827811626,1648827,1984,Series A,988433,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Lamb, Fisher and Ingram",827811626,1648827,1992,Series A,351202,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Williams, Morales and Terry",827811626,1648827,1997,Government Award,833418,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Freeman, Parrish and James",827811626,1648827,1970,Series F,354122,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jones, Kane and Nelson",827811626,1648827,2008,Government Award,347178,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Evans LLC,827811626,1648827,1986,Series E,731105,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Tucker-Webb,827811626,1648827,1974,Government Award,445199,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Park, Johnson and Paul",827811626,1648827,2009,Series B,197852,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Carroll and Sons,827811626,1648827,2006,Series A,857271,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Park and Sons,827811626,1648827,1983,Series D,361604,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Willis, Bean and Jackson",827811626,1648827,1980,Seed,538628,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
